codigo,nombre_es,nombre_en,descripcion_en,simbolo,factor_conversion,nivel_categoria,categoria_es,estado
PO,,pound per inch of length,,lb/in,"1,785 797 x 10¹ kg/m",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
PQ,,page per inch,"A unit of quantity defining the degree of thickness of a bound publication, expressed as the number of pages per inch of thickness.",ppi,,3.5,Informativa - unidades específicas de industria,Vigente
PR,par,pair,A unit of count defining the number of pairs (pair: item described by two's).,,2,3.7,Informativa - enteros / números / razones,Vigente
PS,,pound-force per square inch,,lbf/in²,"6,894 757 x 10³ Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
PT,pinta (EE.UU.),pint (US),Use liquid pint (common code PTL),pt (US),"4, 731 76 x 10⁻⁴ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Obsoleto (deprecated)
PTD,,dry pint (US),,dry pt (US),"5,506 105 x 10⁻⁴ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
PTI,pinta (Reino Unido),pint (UK),,pt (UK),"5, 682 61 x 10⁻⁴ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
PTL,,liquid pint (US),,liq pt (US),"4, 731 765 x 10⁻⁴ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
PTN,,portion,"A quantity of allowance of food allotted to, or enough for, one person.",PTN,,3.5,Informativa - unidades específicas de industria,Vigente
PU,,tray / tray pack,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
PV,,half pint (US),,,,3.8,Informativa - múltiplos / fracciones / decimales,Eliminado de la Rec. 20
PW,,pound per inch of width,,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Eliminado de la Rec. 20
PY,,peck dry (US),,,,3.5,Informativa - unidades específicas de industria,Eliminado de la Rec. 20
PZ,,peck dry (UK),,,,3.5,Informativa - unidades específicas de industria,Eliminado de la Rec. 20
Q10,,joule per tesla,Unit of the magnetic dipole moment of the molecule as derived SI unit joule divided by the derived SI unit tesla.,J/T,m² x A,3.5,Informativa - unidades específicas de industria,Vigente
Q11,,erlang,Unit of the market value according to the feature of a single feature as a statistical measurement of the existing utilization.,E,1 E,3.6,Informativa - unidades de tecnología de la información,Vigente
Q12,,octet,Synonym for byte: 1 octet = 8 bit = 1 byte.,o,8 bit,3.6,Informativa - unidades de tecnología de la información,Vigente
Q13,,octet per second,Unit octet divided by the SI base unit second.,o/s,8 bit/s,3.6,Informativa - unidades de tecnología de la información,Vigente
Q14,,shannon,"Logarithmic unit for information equal to the content of decision of a sentence of two mutually exclusive events, expressed as a logarithm to base 2.",Sh,,3.6,Informativa - unidades de tecnología de la información,Vigente
Q15,,hartley,"Logarithmic unit for information equal to the content of decision of a sentence of ten mutually exclusive events, expressed as a logarithm to base 10.",Hart,,3.6,Informativa - unidades de tecnología de la información,Vigente
Q16,,natural unit of information,"Logarithmic unit for information equal to the content of decision of a sentence of ,718 281 828 459 mutually exclusive events, expressed as a logarithm to base Euler value e.",nat,nat,3.6,Informativa - unidades de tecnología de la información,Vigente
Q17,,shannon per second,"Time related logarithmic unit for information equal to the content of decision of a sentence of two mutually exclusive events, expressed as a logarithm to base 2.",Sh/s,Sh/s,3.6,Informativa - unidades de tecnología de la información,Vigente
Q18,,hartley per second,"Time related logarithmic unit for information equal to the content of decision of a sentence of ten mutually exclusive events, expressed as a logarithm to base 10.",Hart/s,Hart/s,3.6,Informativa - unidades de tecnología de la información,Vigente
Q19,,natural unit of information per second,"Time related logarithmic unit for information equal to the content of decision of a sentence of 2,718 281 828 459 mutually exclusive events, expressed as a logarithm to base of the Euler value e.",nat/s,nat/s,3.6,Informativa - unidades de tecnología de la información,Vigente
Q20,,second per kilogramm,"Unit of the Einstein transition probability for spontaneous or inducing emissions and absorption according to ISO 80000-7:2008, expressed as SI base unit second divided by the SI base unit kilogram.",s/kg,kg⁻¹ x s,3.5,Informativa - unidades específicas de industria,Vigente
Q21,,watt square metre,"Unit of the first radiation constants c1 = 2·p·h·c0², the value of which is 3,741 771 18·10?¹6-fold   that of the comparative value of the product of the derived SI unit watt multiplied with the power of the SI base unit metre with the exponent 2.",W·m²,m⁴ x kg x s⁻³,3.5,Informativa - unidades específicas de industria,Vigente
Q22,,second per radian cubic metre,Unit of the density of states as an expression of angular frequency as complement of the product of hertz and radiant and the power of SI base unit metre by exponent 3 .,1/(Hz·rad·m³),m⁻³ x s x rad⁻¹,3.5,Informativa - unidades específicas de industria,Vigente
Q23,,weber to the power minus one,"Complement of the derived SI unit weber as unit of the Josephson constant, which value is equal to the 384 597,891-fold of the reference value gigahertz divided by volt.",1/Wb,m⁻² x kg⁻¹ x s² x A,3.5,Informativa - unidades específicas de industria,Vigente
Q24,,reciprocal inch,Complement of the unit inch according to the Anglo-American and Imperial system of units.,1/in,"39,370 08 m⁻¹",3.5,Informativa - unidades específicas de industria,Vigente
Q25,,dioptre,Unit used at the statement of relative refractive indexes of optical systems as complement of the focal length with correspondence to: 1 dpt = 1/m.,dpt,m⁻¹,3.5,Informativa - unidades específicas de industria,Vigente
Q26,,one per one,Value of the quotient from two physical units of the same kind as a numerator and denominator whereas the units are shortened mutually.,1/1,1/1,3.5,Informativa - unidades específicas de industria,Vigente
Q27,,newton metre per metre,Unit for length-related rotational moment as product of the derived SI unit newton and the SI base unit metre divided by the SI base unit metre.,N·m/m²,m x kg x s⁻²,3.5,Informativa - unidades específicas de industria,Vigente
Q28,,kilogram per square metre pascal second,Unit for the ability of a material to allow the transition of steam.,kg/(m²·Pa·s),kg/(m² x Pa x s),3.5,Informativa - unidades específicas de industria,Vigente
Q29,,microgram per hectogram,Microgram per hectogram.,µg/hg,10⁻8,1S,Normativa - múltiplos estándar,Vigente
Q3,,meal,A unit of count defining the number of meals (meal: an amount of food to be eaten on a single occasion).,,,3.9,Informativa - varias,Vigente
Q30,,pH (potential of Hydrogen),The activity of the (solvated) hydrogen ion (a logarithmic measure used to state the acidity or alkalinity of a chemical solution).,pH,-log10(mol/l),2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
Q31,,kilojoule per gram,,kJ/g,10⁶ J/kg,1S,Normativa - múltiplos estándar,Vigente
Q32,,femtolitre,,fl,10-18 m3,1S,Normativa - múltiplos estándar,Vigente
Q33,,picolitre,,pl,10-15 m3,1S,Normativa - múltiplos estándar,Vigente
Q34,,nanolitre,,nl,10-12 m3,1S,Normativa - múltiplos estándar,Vigente
Q35,,megawatts per minute,A unit of power defining the total amount of bulk energy transferred or consumer per minute.,MW/min,1.667 × 104 W/s,1M,Normativa - múltiplos de uso común,Vigente
Q36,,square metre per cubic metre,A unit of the amount of surface area per unit volume of an object or collection of objects.,m2/m3,1 m2/m3,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
Q37,,Standard cubic metre per day,Standard cubic metre (temperature 15°C and pressure 1013.25 millibars ) per day,,1.15741 × 10-5 m3/s,2.0,2.0,Vigente
Q38,,Standard cubic metre per hour,Standard cubic metre (temperature 15°C and pressure 1013.25 millibars ) per hour,,2.77778 × 10-4 m3/s,2.0,2.0,Vigente
Q39,,Normalized cubic metre per day,Normalized cubic metre (temperature 0°C and pressure 1013.25 millibars ) per day,,1.15741 × 10-5 m3/s,2.0,2.0,Vigente
Q40,,Normalized cubic metre per hour,Normalized cubic metre (temperature 0°C and pressure 1013.25 millibars ) per hour,,2.77778 × 10-4 m3/s,2.0,2.0,Vigente
Q41,,Joule per normalised cubic metre,Joule per normalised cubic metre (temperature 0°C and pressure 1013.25 millibars).,,,2.0,2.0,Vigente
Q42,,Joule per standard cubic metre,Joule per standard cubic metre (temperature 15°C and pressure 1013.25 millibars).,,,2.0,2.0,Vigente
QA,,page - facsimile,A unit of count defining the number of facsimile pages.,,,3.5,Informativa - unidades específicas de industria,Vigente
QAN,trimestre (cuarto de año),quarter (of a year),A unit of time defining the number of quarters (3 months).,,,3.8,Informativa - múltiplos / fracciones / decimales,Vigente
QB,,page - hardcopy,"A unit of count defining the number of hardcopy pages (hardcopy page: a page rendered as printed or written output on paper, film, or other permanent medium).",,,3.5,Informativa - unidades específicas de industria,Vigente
QD,,quarter dozen,,,3,3.7,Informativa - enteros / números / razones,Eliminado de la Rec. 20
QH,,quarter hour,,,900 s,3.8,Informativa - múltiplos / fracciones / decimales,Eliminado de la Rec. 20
QK,,quarter kilogram,,,,3.8,Informativa - múltiplos / fracciones / decimales,Eliminado de la Rec. 20
QR,,quire,"A unit of count for paper, expressed as the number of quires (quire: a number of paper sheets, typically 25).",qr,,3.5,Informativa - unidades específicas de industria,Vigente
QT,cuarto de galón (EE.UU.),quart (US),Use liquid quart (common code QTL),qt (US),"0,946 352 9 x 10⁻³ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Obsoleto (deprecated)
QTD,,dry quart (US),,dry qt (US),"1,101 221 x 10⁻³ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
QTI,cuarto de galón (Reino Unido),quart (UK),,qt (UK),"1,136 522 5 x 10⁻³ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
QTL,,liquid quart (US),,liq qt (US),"9,463 529 x 10⁻⁴ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
QTR,,quarter (UK),"A traditional unit of weight equal to 1/4 hundredweight. In the United Kingdom, one quarter equals 28 pounds.",Qr (UK),"12,700 59 kg",3.5,Informativa - unidades específicas de industria,Vigente
R1,,pica,A unit of count defining the number of picas. (pica: typographical length equal to 12 points or 4.22 mm (approx.)).,,"4,217 518 x 10⁻³ m",3.5,Informativa - unidades específicas de industria,Vigente
R4,,calorie,Use International Table (IT) calorie (common code D70),cal,"4,186 8 J",3.5,Informativa - unidades específicas de industria,Eliminado de la Rec. 20
R9,,thousand cubic metre,A unit of volume equal to one thousand cubic metres.,,10³m³,3.8,Informativa - múltiplos / fracciones / decimales,Vigente
RA,,rack,,,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
RD,,rod,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
RG,,ring,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
RH,,running or operating hour,A unit of time defining the number of hours of operation.,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
RK,,roll metric measure,,,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
RL,carrete,reel,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
RM,resma,ream,"A unit of count for paper, expressed as the number of reams (ream: a large quantity of paper sheets, typically 500).",,,3.5,Informativa - unidades específicas de industria,Vigente
RN,,ream metric measure,,,,3.5,Informativa - unidades específicas de industria,Eliminado de la Rec. 20
RO,rollo,roll,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
ROM,,room,A unit of count defining the number of rooms.,,,3.9,Informativa - varias,Vigente
RP,,pound per ream,"A unit of mass for paper, expressed as pounds per ream. (ream: a large quantity of paper, typically 500 sheets).",,,3.5,Informativa - unidades específicas de industria,Vigente
RPM,,revolutions per minute,Refer ISO/TC12 SI Guide,r/min,"1,67 x 10⁻²/s",1,Normativa (SI),Vigente
RPS,,revolutions per second,Refer ISO/TC12 SI Guide,r/s,1/s,1,Normativa (SI),Vigente
RS,,reset,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
RT,,revenue ton mile,"A unit of information typically used for billing purposes, expressed as the number of revenue tons (revenue ton: either a metric ton or a cubic metres, whichever is the larger), moved over a distance of one mile.",,,3.4,Informativa - unidades de envío y transporte,Vigente
